id,month,type,content
249,5,high_dependence,"В моменты слабости представляйте, как ваше сердце работает легко и свободно. Вы дарите ему долгую жизнь."
250,5,high_dependence,"Если вас тянет закурить ""по старой памяти"", скажите себе: ""Эта глава моей жизни закрыта. Я начинаю новую""."
251,5,high_dependence,Помните: вы не одиноки. Тысячи людей прошли этот путь и живут полноценной жизнью без сигарет. Вы тоже так сможете.
252,5,high_dependence,"Сделайте что-нибудь, что символизирует вашу новую жизнь: купите абонемент в спортзал, запишитесь на курсы, обновите гардероб."
253,5,high_dependence,Помните: ваше тело и разум каждый день благодарят вас за отказ от курения. Прислушайтесь к этой благодарности.
254,5,high_dependence,"Если вы чувствуете, что зашли в тупик, попробуйте что-то новое: новое хобби, новый маршрут для прогулок, новое знакомство."
255,5,high_dependence,"Напомните себе: ""Я контролирую свою жизнь. Зависимость больше не имеет надо мной власти""."
256,5,high_dependence,"Помните: вы — автор своей жизни. И вы пишете новую, захватывающую главу без сигарет."
257,5,high_dependence,Поздравьте себя с каждым прожитым днем. Вы — герой своей собственной истории успеха.
258,5,high_dependence,Вы — молодец! Ваша сила воли и настойчивость достойны восхищения. Продолжайте в том же духе!
259,6,regular,Вспомните себя 6 месяцев назад. Что бы вы сказали тому человеку сегодня?
260,6,regular,"Составьте список своих достижений за эти 6 месяцев. Вы удивитесь, как их много."
261,6,regular,"Подумайте, какие навыки вы приобрели за время программы. Они пригодятся вам и в других сферах жизни."
262,6,regular,"Запланируйте, как вы будете отмечать полгода без сигарет. Это важная дата!"
263,6,regular,Напишите себе письмо в будущее. Что бы вы хотели себе напомнить через год?
264,6,regular,Поделитесь своей историей успеха с близкими. Позвольте им порадоваться за вас.
265,6,regular,Составьте план на следующий месяц: какие здоровые привычки вы хотите закрепить или добавить?
266,6,regular,Помните: вы теперь эксперт в отказе от курения. Ваш опыт может помочь другим.
267,6,regular,"Поблагодарите себя за каждый день, когда вы выбирали здоровье. Вы проделали огромную работу."
268,6,regular,"Подумайте, как изменилось ваше отношение к себе за эти 6 месяцев. Вы стали увереннее?"
269,6,regular,"Сделайте что-нибудь, о чем вы мечтали, но откладывали. Теперь у вас есть для этого силы и время."
270,6,regular,"Вспомните самые трудные моменты и то, как вы с ними справились. Это доказательство вашей силы."
271,6,regular,"Составьте список вещей, которые приносят вам радость, и запланируйте их на ближайшее время."
272,6,regular,"Помните: ваша жизнь без сигарет — это не ограничение, а бесконечные возможности."
273,6,regular,"Подумайте, как вы можете использовать сэкономленные деньги для чего-то важного и приятного."
274,6,regular,"Позвоните человеку, который поддерживал вас на этом пути, и скажите ему спасибо."
275,6,regular,"Сделайте что-нибудь новое, чего вы никогда не делали раньше. Откройте для себя новый мир."
276,6,regular,"Помните: вы не просто бросили курить, вы стали лучшей версией себя. Гордитесь этим."
277,6,regular,Запишите видеообращение к себе будущему. Расскажите о своих чувствах и планах.
278,6,regular,"Подумайте, какие еще цели вы хотите достичь теперь, когда вы свободны от зависимости."
279,6,regular,"Помните: ваше здоровье — это фундамент, на котором строится вся ваша жизнь. Вы укрепили этот фундамент."
280,6,regular,Позвольте себе просто порадоваться и ничего не делать. Вы заслужили отдых и удовольствие.
281,6,regular,"Вспомните, как вы мечтали о свободе от сигарет. Теперь это ваша реальность. Наслаждайтесь каждым днем."
282,6,regular,Помните: вы справились с одной из самых сильных зависимостей. Вы способны на все!
283,6,regular,"Подумайте, кому еще вы могли бы помочь своим примером. Ваш опыт может изменить чью-то жизнь."
284,6,regular,"Составьте список мест, куда вы хотите поехать, теперь, когда у вас больше свободы и денег."
285,6,regular,Помните: ваша история успеха уникальна и ценна. Не стесняйтесь делиться ею.
286,6,regular,Сделайте себе подарок в честь 6 месяцев без сигарет. Вы это заслужили!
287,6,regular,Помните: вы — герой своей собственной истории. И эта история только начинается.
288,6,regular,Поздравляем вас с завершением программы! Мы гордимся вами и верим в ваш дальнейший успех!
289,6,high_dependence,"Помните: 6 месяцев назад вы, возможно, не верили, что сможете. А сегодня вы здесь. Вы — доказательство того, что невозможное возможно."
290,6,high_dependence,"Сейчас самое время подвести итоги. Что было самым трудным? Что помогало больше всего? Запишите это, чтобы помнить."
291,6,high_dependence,"Если вы чувствуете грусть от завершения программы, помните: все необходимые навыки теперь внутри вас. Вы справитесь самостоятельно."
292,6,high_dependence,"Помните: ваша зависимость может попытаться ""проверить"" вас на прочность после завершения программы. Будьте готовы и используйте все, чему научились."
293,6,high_dependence,"В моменты сомнений перечитывайте свои записи, письма, смотрите видео. Это ваша личная ""аптечка"" мотивации."
294,6,high_dependence,"Помните: вы не одиноки. Вы всегда можете обратиться за поддержкой к близким или найти сообщество людей, бросивших курить."
295,6,high_dependence,"Поздравьте себя! Вы достигли того, о чем многие только мечтают. Вы — пример силы и настойчивости."
296,6,high_dependence,"Подумайте, как вы будете строить свою жизнь дальше. Какие новые цели вы перед собой поставите?"
297,6,high_dependence,"Помните: ваша свобода от зависимости — это самый ценный подарок, который вы могли себе сделать. Берегите его."
298,6,high_dependence,"Если вам станет трудно, вспомните этот момент — момент вашей победы. Вы уже доказали, что можете все."
299,6,high_dependence,"Используйте технику ""визуализации будущего"": представьте себя через 5, 10 лет — здорового, активного, счастливого. Это ваша реальность."
300,6,high_dependence,"Помните: вы не просто бросили курить, вы вернули контроль над своей жизнью. Это бесценно."
301,6,high_dependence,"Сделайте что-нибудь, что отметит этот важный рубеж. Это может быть что-то символическое или что-то очень желанное."
302,6,high_dependence,"Помните: ваша история может вдохновить других. Не держите ее в секрете, если чувствуете, что можете помочь."
303,6,high_dependence,"Поздравляем вас с огромным достижением! Мы верим в вас и желаем вам долгой, здоровой и счастливой жизни без сигарет!"
